raw_affiliation_string;openalex_work_id;openalex_country;openalex_display_name;matched_country
Ecole Normale Supérieure  Paris-Saclay;https://openalex.org/W2964234346;BI;École Normale Supérieure;FR
Credit Quantitative Analysis, Citigroup Global Market Limited, Citigroup Center, 33 Canada Square, Canary Wharf, London, United Kingdom.;https://openalex.org/W2139894954;US;Citigroup;GB
Ecole Normale Superieure Paris-Saclay;https://openalex.org/W3100073049;BI;École Normale Supérieure;FR
Princeton University Princeton, New Jersey U. S. A.;https://openalex.org/W2963037038;US;Princeton University;JE
Institut Camille Jordan [Villeurbanne];https://openalex.org/W411307758;FR;Camille Jordan Institute;JO
Institut Camille Jordan [Villeurbanne];https://openalex.org/W2962835099;FR;Camille Jordan Institute;JO
Rowland Institute at Harvard Cambridge USA;https://openalex.org/W2160072131;GB;Rowland Institute for Science;US
Tecnalia France;https://openalex.org/W2727911935;ES;Tecnalia;FR
TECNALIA France;https://openalex.org/W2950037848;ES;Tecnalia;FR
GDF SUEZ/CRIGEN, 361 Avenue du Pdt Wilson, 93210 Saint Denis La Plaine, France;https://openalex.org/W1981364275;US;Engie;FR
Kahle Acoustics, 188 avenue Molière, 1050 Brussels, Belgium.;https://openalex.org/W2028067035;AT;Mahle;BE
Kahle Acoustics, 188 avenue Molière, 1050 Brussels, Belgium;https://openalex.org/W2072816389;AT;Mahle;BE
Kahle Acoustics Sprl., Bruxelles, Belgium;https://openalex.org/W3102652501;AT;Mahle;BE
Technical Department, Freyssinet International & Cie, Rueil-Malmaison, France;https://openalex.org/W3042150474;US;ET International;FR
VNU University of Engineering and Technology,Hanoi,Vietnam;https://openalex.org/W4309532058;PK;University of Engineering and Technology Lahore;VN
[Institute of Mathematical Statistics and Applied Mathematics of the Romanian Academy, University of Bucharest];https://openalex.org/W2528287124;US;Institute of Mathematical Statistics;RO
Centre National de la Recherche Scientifique (CNRS) (French National Centre for Scientific Research);https://openalex.org/W1501738873;MA;Centre National de la Recherche Scientifique;FR
Joint Unit, CNRS / Saint Gobain, Aubervilliers, France;https://openalex.org/W4247562030;US;Uber;FR
Cognitive Interaction Technology Centre of Excellence (CITEC) Bielefeld University;https://openalex.org/W1499362851;FI;Citec;DE
Fac. of Inf. Technol., Queensland Univ. of Technol., Brisbane, Qld.#TAB#;https://openalex.org/W2005792360;AU;Queensland University of Technology;US
Laboratoire d’Informatique de l’École Normale Supérieure;https://openalex.org/W3104887532;BI;École Normale Supérieure;FR
Laboratoire d'informatique de l'école normale supérieure;https://openalex.org/W2917480902;BI;École Normale Supérieure;FR
Orange Labs, Paris, France;https://openalex.org/W2041078943;GB;Orange;FR
Orange Labs, France;https://openalex.org/W2489217946;GB;Orange;FR
BNP-Paribas;https://openalex.org/W4226369701;FR;BNP Paribas;CN
UR LISC;https://openalex.org/W3124497799;US;Local Initiatives Support Corporation;FR
LIENS, École Normale Supérieure, and IMAGINE, Université Paris Est,#TAB#;https://openalex.org/W1547177560;BI;École Normale Supérieure;FR
Danone Nutricia Research, Centre Daniel Carasso, Palaiseau, France.;https://openalex.org/W2603855540;NL;Nutricia Research;FR
Danone Nutricia Research, Centre Daniel Carasso, RD128, 91767 Palaiseau, France. fabien.delaere@danone.com.;https://openalex.org/W2591216307;NL;Nutricia Research;FR
Global Nutrition Department, Danone Nutricia Research, Palaiseau, France;https://openalex.org/W2586282166;NL;Nutricia Research;FR
INRIA and CMAP, ícole Polytechnique, 91128 Palaiseau Cedex, France;https://openalex.org/W2043920735;US;Chicago Metropolitan Agency for Planning;FR
[Medisys Research Group, Philips Healthcare, Paris, France];https://openalex.org/W2000738380;FI;Philips;FR
Medisys Research Group, Philips Healthcare, Paris 92156, France;https://openalex.org/W2038377233;FI;Philips;FR
Medisys Research Laboratory, Philips Healthcare, Paris, France#TAB#;https://openalex.org/W1772829302;FI;Philips;FR
Medisys Group, Philips Research, Paris, France#TAB#;https://openalex.org/W1602505480;US;IPS Research;FR
Medisys Research Lab, Philips Healthcare, France;https://openalex.org/W198384811;FI;Philips;FR
General Electric Healthcare, Buc, France.;https://openalex.org/W3092260580;ES;General Electric;FR
GE Healthcare,  France;https://openalex.org/W2009095813;ES;General Electric;FR
GE Healthcare, Buc, France;https://openalex.org/W4224996549;ES;General Electric;FR
Department of Neurology, Territorial Hospital, Noumea, New Caledonia.;https://openalex.org/W2267155659;GB;Mater Hospital;NC
Hôpitaux Universitaires de Marseille, Faculté de Médecine-Secteur Timone, CEReSS-Centre d'Etude et de Recherche sur les Services de Santé et la Qualité de Vie, HUM, Aix-Marseille Univ, 27 Boulevard Jean Moulin EA 3279, 13005, Marseille, France.;https://openalex.org/W3031993142;US;Ceres;FR
Faculté de Médecine - Secteur Timone, EA 3279: CEReSS -Centre d’Etude et de Recherche sur les Services de Santé et la Qualité de vie, Aix-Marseille Univ., Marseille, France;https://openalex.org/W3160553424;US;Ceres;FR
CNRS-LAAS, 7 avenue du colonel Roche, F-31400 Toulouse, France;https://openalex.org/W2020456813;CH;Roche;FR
GE Healthcare (France);https://openalex.org/W1979843214;ES;General Electric;FR
,GE Healthcare, Buc, France;https://openalex.org/W1525608686;ES;General Electric;FR
Institute of Molecular Biology and Biophysics, ETH Zurich, Switzerland.;https://openalex.org/W2073904478;RU;Institute of Molecular Biology and Biophysics;CH
[Alcatel-Lucent, Nozay, France];https://openalex.org/W2058301453;DE;Alcatel Lucent;FR
Alcatel-Lucent, France#TAB#;https://openalex.org/W2161788512;DE;Alcatel Lucent;FR
Bell Labs, in Nozay, France;https://openalex.org/W2010212587;US;Bell Labs;FR
Bell Labs. Res., Alcatel-Lucent, Nozay, France;https://openalex.org/W2076043947;DE;Alcatel Lucent;FR
, Alcatel-Lucent Bell Laboratories, Nozay, France;https://openalex.org/W2147865703;DE;Alcatel Lucent;FR
Frontline Field Epidemiology Training Programme, Tephinet/CDC, Bangladesh.;https://openalex.org/W2554788799;UG;African Field Epidemiology Network;BD
#N#‡#N#Georgia Institute of Technology#N#;https://openalex.org/W2295337089;US;Georgia Institute of Technology;GE
SAP Res. Sophia-Antipolis, Mougins, France;https://openalex.org/W1992592271;US;APICS;FR
Institut Camille Jordan [Villeurbanne];https://openalex.org/W586679513;FR;Camille Jordan Institute;JO
AREVA (FRANCE);https://openalex.org/W3191387163;US;Orano;FR
CEA, LETI, MINATEC, F38054 Grenoble, France;https://openalex.org/W2148682741;GB;Council for the Curriculum, Examinations & Assessment;FR
DOPT/STCO, CEA-LETI (France);https://openalex.org/W2156624219;GB;Council for the Curriculum, Examinations & Assessment;FR
CEA-LETI, Minatec (France);https://openalex.org/W1988315038;GB;Council for the Curriculum, Examinations & Assessment;FR
CEA, LETI, MINATEC Campus, F-38054, Grenoble, France;https://openalex.org/W2520143896;GB;Council for the Curriculum, Examinations & Assessment;FR
CAPS Laboratory, MAVT Department ETH Zürich, 8092 Zürich, Switzerland;https://openalex.org/W2621040022;SE;Caps;CH
CAPS Laboratory, MAVT department ETH Zürich, Sonneggstrasse 3, 8092, Zurich, Switzerland;https://openalex.org/W2790107598;SE;Caps;CH
CAPS Laboratory, Department of Mechanical and Process Engineering, ETH Zurich, 8092 Zurich, Switzerland;https://openalex.org/W2976749343;SE;Caps;CH
CAPS Lab., ETHZ, Zurich, Switzerland;https://openalex.org/W2551718298;SE;Caps;CH
ONERA, The French Aerospace Lab. Centre de Mendon 8 rue des Vertugadins, Mendon 92190, France;https://openalex.org/W2703957637;US;Air France;FR
ONERA-DAAA;https://openalex.org/W2908709994;NO;Nera;FR
LMV-Laboratoire de Mathématiques de Versailles, Université de Versailles — Saint-Quentin-en-Yvelines, 78035 Versailles, France;https://openalex.org/W2008654063;SE;LMV;FR
Ecole Normale Supérieure, DMA;https://openalex.org/W35275060;BI;École Normale Supérieure;FR
Ecole Normale Superieure Paris-Saclay;https://openalex.org/W2183581800;BI;École Normale Supérieure;FR
IMS Health, Boulogne-Billancourt, France;https://openalex.org/W2194162761;US;IMS Health;FR
Université de Paris, Unité de formation et de recherche de Médecine Paris Nord, Paris, France;https://openalex.org/W3044468277;MD;Unité;FR
ANSSI, France#TAB#;https://openalex.org/W1857612575;AR;ANSES;FR
Rutgers - The State University of New Jersey, New Brunswick;https://openalex.org/W2106140339;US;Rutgers, The State University of New Jersey;JE
BNP Paribas Asset Management;https://openalex.org/W3111246688;FR;BNP Paribas;CN
Orange Labs, , France;https://openalex.org/W1517036210;GB;Orange;FR
1Department of Molecular Biology, Princeton University, Princeton, New Jersey 08544,;https://openalex.org/W2070456939;US;Princeton University;JE
Ecole Normale Superieure Paris-Saclay;https://openalex.org/W369446010;BI;École Normale Supérieure;FR
Department of Physics, Stanford University, Stanford, California, USA and Laboratoire Pierre Aigrain, Département de Physique de l’Ecole Normale Supérieure 24 rue Lhomond, 75231 Paris Cedex 05, France;https://openalex.org/W2011222989;FR;École Normale Supérieure - PSL;US
School of Mathematics and Physics, The University of Queensland, Brisbane, QLD 4072, Australia and Institut Néel, CNRS and Université Grenoble Alpes, 38042 Grenoble Cedex 9, France.;https://openalex.org/W1977954544;FR;Institut Néel;AU
CREST(LEI) and European Commission (DG Competition - Chief Economist Team);https://openalex.org/W2105271873;BE;European Commission;FR
Google Research, Brain Team, Zurich, Switzerland;https://openalex.org/W3097217077;US;Google;CH
Morpho, France#TAB#;https://openalex.org/W2002570989;US;Morpho;FR
Morpho, Safran Group, (Issy-les-Moulineaux), 11 bd Gallieni, 92130, France;https://openalex.org/W1608673166;US;Morpho;FR
CREST;https://openalex.org/W2142594111;IE;Centre for Research in Engineering Surface Technology;FR
Agence de Médecine Préventive, Paris, France, Geneva, Switzerland.;https://openalex.org/W2989011435;FR;Agence de Médecine Préventive;CH
MD Start, Paris, France;https://openalex.org/W2904214813;US;Start Treatment & Recovery Centers;FR
Thales Research and Technologies, RD 128 91767 Palaiseau CEDEX France;https://openalex.org/W2081459733;AU;Thales;FR
IMPMC, Université Paris VI et VII, CNRS, IPGP, 4 Place Jussieu, 75252, Paris cedex 05, France;https://openalex.org/W2048033628;US;IPG Photonics;FR
IMPMC, Université Paris VI et VII, CNRS UMR 7590, IRD UMR 206, IPGP, 4 Place Jussieu, 75252 Paris cedex 05, France;https://openalex.org/W2016733385;US;IPG Photonics;FR
National Public Health Laboratory, Ministry of Public Health and Population, Port-au-Prince, Haiti;https://openalex.org/W2013566038;NP;National Public Health Laboratory;HT
Ministry of Public Health and Population, National Public Health Laboratory, Delmas, Haiti.;https://openalex.org/W2920539035;NP;National Public Health Laboratory;HT
Laboratoire National de Santé Publique, Rue Chardonnier #2 and Delmas 33, Port-au-Prince, Haiti.;https://openalex.org/W2564790661;LU;Laboratoire National de Santé;HT
National Public Health Laboratory, Ministry of Public Health and Population, Port-au-Prince, Haiti.;https://openalex.org/W2984627269;NP;National Public Health Laboratory;HT
ICARE-CNRS and University of Orleans, 1C, avenue de la Recherche Scientifique, 45071 Orleans cedex 2, France, and Department of Chemical and Biological Engineering, University at Buffalo (SUNY), Buffalo, New York 14260-4200;https://openalex.org/W2065942167;US;University at Buffalo, State University of New York;FR
Institut de Minéralogie et de Physique des Milieux Condensés, UMR CNRS 7590, Universités Pierre & Marie Curie et Denis Diderot, IPGP, IRD, 4 Place Jussieu, F-75252 Paris Cedex 05, France;https://openalex.org/W2127976520;US;IPG Photonics;FR
HORIBA Scientific 231 rue de Lille F-59650 Villeneuve d’Ascq, France;https://openalex.org/W3017033988;JP;Horiba;FR
R&D , HORIBA Scientific , 231 rue de Lille , Villeneuve d’Ascq , France;https://openalex.org/W3116413400;JP;Horiba;FR
Fundamental and Applied Energetics Department ONERA BP 72 - 29 Avenue de la Division Leclerc 92322 Chatillon CEDEX - France;https://openalex.org/W2322673505;US;Applied Energetics;FR
IRSTEA, Unité de Recherche Hydrosystèmes et Bioprocédés, 1 rue P.-G. de Gennes, 92731 Antony, France;https://openalex.org/W2132809533;MD;Unité;FR
Université Paris Est Créteil, Faculté de Médecine de Créteil, IMRB, Groupe de recherche clinique CARMAS, Créteil, France;https://openalex.org/W2755958773;IN;IMRB International;FR
LAAS/CNRS, 30 av. du Colonel Roche, 31000 Toulouse Cedex;https://openalex.org/W193655783;CH;Roche;FR
BioMaPS Institute for Quantitative Biology, Rutgers - The State University of New Jersey, Piscataway, New Jersey 08854-8087.;https://openalex.org/W2092500668;US;Rutgers, The State University of New Jersey;JE
Département Anesthésie Réanimation, CHU Angers;https://openalex.org/W2148638845;US;Imation;FR
Harvard T. H. Chan School of Public Health;https://openalex.org/W2470373670;US;Harvard University;FR
Stéphane Verguet is an assistant professor of global health in the Department of Global Health and Population, Harvard T. H. Chan School of Public Health.;https://openalex.org/W2786630042;US;Harvard University;FR
CEA-LETI-Minatec, Grenoble, France;https://openalex.org/W2087010081;GB;Council for the Curriculum, Examinations & Assessment;FR
LETI - MINATEC, CEA, Grenoble;https://openalex.org/W2027363446;GB;Council for the Curriculum, Examinations & Assessment;FR
CEA-LETI, MINATEC, Grenoble, France;https://openalex.org/W2157314248;GB;Council for the Curriculum, Examinations & Assessment;FR
CEA-LETI DACLE, MINATEC, Grenoble, France;https://openalex.org/W2077338724;GB;Council for the Curriculum, Examinations & Assessment;FR
CEA-LETI-MINATEC, Grenoble, France;https://openalex.org/W2502164861;GB;Council for the Curriculum, Examinations & Assessment;FR
CEA/Leti - MINATEC, Grenoble, France#TAB#;https://openalex.org/W2096907015;GB;Council for the Curriculum, Examinations & Assessment;FR
CEA-LETI-MINATEC,Grenoble,France;https://openalex.org/W3015690986;GB;Council for the Curriculum, Examinations & Assessment;FR
CEA-LETI, MINATEC, Grenoble;https://openalex.org/W2111607776;GB;Council for the Curriculum, Examinations & Assessment;FR
CEA, LETI, MINATEC, F38054 GRENOBLE Cedex 9, FRANCE;https://openalex.org/W2143714763;GB;Council for the Curriculum, Examinations & Assessment;FR
NeuroMathComp Laboratory, 06902 Sophia-Antipolis, France, and Department of Mathematics, University of Pittsburgh, Pittsburgh, PA 15260, U.S.A.;https://openalex.org/W1983694290;US;University of Pittsburgh;FR
Orange, avenue du Bourget, Evere, Belgium;https://openalex.org/W2996687109;GB;Orange;BE
LIENS, École Normale Supérieure, and IMAGINE, Université Paris Est,#TAB#;https://openalex.org/W1547177560;BI;École Normale Supérieure;FR
CERFACS, Computational Fluid Dynamics Team, Toulouse, France;https://openalex.org/W2014942070;GB;ICON Technology & Process Consulting;FR
Thales Alenia Space, 100, Boulevard du Midi, Cannes 06156, France;https://openalex.org/W1996926915;US;Leonardo Finmeccanica;FR
Thales Communications and Security, Paris, France#TAB#;https://openalex.org/W128775610;US;Thales Communications;FR
Laboratory of Inorganic Synthesis and Catalysis, Institute of Chemical Sciences and Engineering, Ecole Polytechnique Fédérale de Lausanne (EPFL), ISIC-LSCI, BCH 3305, Lausanne 1015, Switzerland;https://openalex.org/W2951312027;US;Synthes;CH
CEA-DSM/DRECAM/SPAM;https://openalex.org/W2048383077;NL;DSM;FR
Airbus Defence and Space SAS, F-31 402 Toulouse, Toulouse, Midi-Pyrénées, 31402, FRANCE;https://openalex.org/W4205940823;IT;Airbus;FR
SPINTEC, UMR CEA/CNRS/UJF-Grenoble 1/Grenoble-INP, INAC, Grenoble, F-38054, France, and King Abdullah University of Science and Technology, Thuwal 23955-6900, Saudi Arabia;https://openalex.org/W2036868010;SA;King Abdullah University of Science and Technology;FR
Cirad, UMR Systèmes d’élevage méditerranéens et tropicaux, station de Ligne Paradis, 7 ch. de l’IRAT, St-Pierre, la Réunion.;https://openalex.org/W1410109189;FR;Tropical and Mediterranean Animal Production Systems;RE
INRAE, REVERSAAL, F-69626 Villeurbanne Cedex, France;https://openalex.org/W3040283469;US;Reval;FR
INRAE REVERSAAL, 5 rue de la Doua – CS 20244–69625, Villeurbanne Cedex, France;https://openalex.org/W4213145003;US;Reval;FR
ARTEMIS, OCA, CNRS, Université Côte d’Azur, Boulevard de l’Observatoire, F-06304 Nice, France;https://openalex.org/W2560967396;GB;Artemis;FR
Biotechnology Research Institute, National Research Council of Canada, 6100 Royalmount Avenue, Montréal, Quebec, Canada H4P2R2;https://openalex.org/W2074013761;US;National Republican Congressional Committee;CA
1] Departments of Applied Physics and Physics, Yale University, New Haven, Connecticut 06511, USA [2] INRIA Paris-Rocquencourt, Domaine de Voluceau, BP 105, 78153 Le Chesnay Cedex, France.;https://openalex.org/W2019229746;US;Yale University;FR
NTT Communication Science Laboratories,,,Atsugi,,Japan;https://openalex.org/W2013419672;HK;NTT Communications Corp;JP
Horiba Jobin Yvon S.A.S., Division Raman, 231 rue de Lille, 59650 Villeneuve d’Ascq, France;https://openalex.org/W2008049145;JP;Horiba;FR
HORIBA Jobin Yvon S.A.S., 231 rue de Lille, 59650 Villeneuve d'Ascq, France;https://openalex.org/W2167603524;JP;Horiba;FR
INRA, URFM, Domaine Saint Paul, INRA Centre de recherche PACA, 228 route de l'Aérodrome, CS 40509, Domaine Saint-Paul, Site Agroparc, France;https://openalex.org/W2971966715;MA;Institut National de la Recherche Agronomique;FR
INRA (Institut National pour la Recherche Agronomique), UR 629 Ecologie des Forêts Méditerranéennes, Equipe de Physique et Ecologie du Feu, Domaine Saint Paul, Site Agroparc, F-84914 Avignon Cedex 9, France.;https://openalex.org/W2000784637;MA;Institut National de la Recherche Agronomique;FR
UMR, 914 Nutrition Physiology and Ingestive Behavior, INRA‐INAPG16 rue C. BernardParis75005France;https://openalex.org/W199916270;MA;Institut National de la Recherche Agronomique;FR
UMR914 Nutrition Physiology and Ingestive Behavior, INRA, INAPG16 rue Claude BernardParisF 75005France;https://openalex.org/W3016187465;MA;Institut National de la Recherche Agronomique;FR
Univ Cambridge, University of Cambridge, Addenbrookes Hosp, Cambridge Inst Med Res,Dept Med Genet, Juvenile Diabet Res Fdn Wellcome Trust Diabet & I;https://openalex.org/W2061446718;GB;University of Cambridge;US
CREST;https://openalex.org/W1126156526;IE;Centre for Research in Engineering Surface Technology;FR
Department of Mechanical and Aerospace Engineering, Jacobs School of Engineering, UCSD, La Jolla CA 92093-0411, USA;https://openalex.org/W2007277829;IN;Jacobs Engineering Group;US
Hydrosystems and Bioprocesses Research Unit, Irstea, Antony Cedex, France;https://openalex.org/W2147605370;GB;Clovis Oncology;FR
Collective Thinking, Paris, France;https://openalex.org/W4220715556;GB;Agenda Collective;FR
Service d'Aéronomie, Centre National de la Recherche Scientifique Verrières-le-Buisson France;https://openalex.org/W2092960892;MA;Centre National de la Recherche Scientifique;FR
EPIX Medical, Inc., 71 Rogers Street, Cambridge, Massachusetts 02142-1118;https://openalex.org/W2016151898;US;Rogers;AU
Network P1.5, Mougins, France;https://openalex.org/W2067690660;CZ;Network Group;FR
Ecole normale supérieure, CNRS, INSERM, PSL Université;https://openalex.org/W2794905420;BI;École Normale Supérieure;FR
École Normale Supérieure - PSL Research University - Computational Systems Biology Team;https://openalex.org/W3122178388;BI;École Normale Supérieure;FR
Orange Labs., Meylan, France 38243#TAB#;https://openalex.org/W2144977262;GB;Orange;FR
Orange Labs, 6 avenue Albert Durand, 31700 Blagnac, France;https://openalex.org/W4205463862;GB;Orange;FR
Orange Labs, Grenoble, France;https://openalex.org/W1985086169;GB;Orange;FR
Normandie Univ, UNIROUEN, UNIHAVRE, INSA Rouen, LITIS, Rouen 76000, France;https://openalex.org/W2740161549;US;Intelligence and National Security Alliance;FR
Normandie Univ, UNIROUEN,UNIHAVRE, INSA Rouen, LITIS;https://openalex.org/W2549003491;US;Intelligence and National Security Alliance;FR
Port Royal Maternity, DHU Risks and Pregnancy, Paris, France;https://openalex.org/W2565810966;GB;Princess Royal Maternity Hospital;FR
Thales Alenia Space, 26 Avenue Jean-François Champollion 31037 Toulouse, France, Antenna Department;https://openalex.org/W1983731948;US;Leonardo Finmeccanica;FR
Laboratoire d'informatique de l'école normale supérieure;https://openalex.org/W2138265962;BI;École Normale Supérieure;FR
INRIA - SIERRA Project Team, École Normale Supérieure, Paris#TAB#;https://openalex.org/W2127553237;BI;École Normale Supérieure;FR
Quantum Solid-State Physics, Department of Physics and Astronomy, KU Leuven, BE-3001 Leuven, Belgium.;https://openalex.org/W2997140727;FR;Laboratory of Solid State Physics;BE
Quantum Solid State Physics, Leuven, Belgium;https://openalex.org/W3014179196;FR;Laboratory of Solid State Physics;BE
Quantum Solid-State Physics, Department of Physics and Astronomy, KU Leuven, Celestijnenlaan 200 D, Box 2414, BE-3001 Leuven, Belgium.;https://openalex.org/W2994425311;FR;Laboratory of Solid State Physics;BE
Epigenomics Project Genopole, Bldg 63, 93 rue Henri Rochefort 91000 Évry, France.;https://openalex.org/W2046433331;DE;Epigenomics;FR
ST Microelectronics, Crolles R&D, 850, rue Jean-Monnet, BP 16, 38926 Crolles, France;https://openalex.org/W2072684578;IN;STMicroelectronics;FR
ST Microelectronics, 850 rue Jean Monnet F-38926 Crolles Cedex FRANCE;https://openalex.org/W2540641891;CH;STMicroelectronics;FR
CEA, LETI, MINATEC Campus, F-38054 Grenoble, France;https://openalex.org/W2798980774;GB;Council for the Curriculum, Examinations & Assessment;FR
Hong Kong Baptist Univ.#TAB#;https://openalex.org/W1586417863;CN;Hong Kong Baptist University;HK
Department of Mathematics, Hong Kong Baptist University, Kowloon Tong, Hong Kong;https://openalex.org/W2160924560;CN;Hong Kong Baptist University;HK
Dept. of Math., Hong Kong Baptist Univ., Hong Kong;https://openalex.org/W2098063201;CN;Hong Kong Baptist University;HK
Department of Mathematics The Chinese University of Hong Kong Hong Kong;https://openalex.org/W3010638262;CN;Chinese University of Hong Kong;HK
[Department of Mathematics, Hong Kong Baptist University, Hong Kong.];https://openalex.org/W1991174941;CN;Hong Kong Baptist University;HK
CNRS and École Normale Supérieure de Paris, DMA;https://openalex.org/W3098780889;BI;École Normale Supérieure;FR
Genomic Research Laboratory, Infectious Disease Service, Geneva University Hospitals, Geneva, Switzerlande;https://openalex.org/W2097903671;US;Geneva College;CH
Service de Physique Théorique, CEA/DSM/SPhT, Unité de recherche associée au CNRS, CEA-Saclay, 91191 Gif sur Yvette Cedex, France;https://openalex.org/W1996648614;NL;DSM;FR
CEA/IPhT (CNRS URA 2306);https://openalex.org/W3104703509;US;International Pentecostal Holiness Church;FR
Service de Physique Théorique, CEA/DSM/SPhT, Unité de recherche associée au CNRS, CEA/Saclay, 91191 Gif sur Yvette Cedex, France;https://openalex.org/W1998487572;NL;DSM;FR
Toulouse Biotechnology Institute, TBI, Université de Toulouse, CNRS, INRAE, INSA, 31077 Toulouse, France;https://openalex.org/W4296086627;US;Biotechnology Institute;FR
Google, Paris, France#TAB#;https://openalex.org/W1658838456;US;Google;FR
Department of Electrical Engineering, Polytechnique Montreal, and GERAD, USA;https://openalex.org/W2570759866;CA;Polytechnique Montréal;US
[Thomson, Paris, France];https://openalex.org/W2133492106;US;Thomson Corporation;FR
Thomson, Paris, France;https://openalex.org/W2164988386;US;Thomson Corporation;FR
Lawrence Berkeley National Laboratory, Berkeley, CA 94720, USA and CNRS, UMR 7598, Laboratoire Jacques-Louis Lions, F-75005, Paris, France and UPMC Univ. Paris 06, UMR 7598, Laboratoire Jacques-Lo ...#TAB#;https://openalex.org/W1976287523;FR;Laboratoire Jacques-Louis Lions;US
CREST LFA;https://openalex.org/W2089721892;IE;Centre for Research in Engineering Surface Technology;FR
THALES Research and Technologies-Fr, RD 128, 91767 Palaiseau Cedex, France;https://openalex.org/W2101544702;AU;Thales;FR
Motorola Labs, France#TAB#;https://openalex.org/W2151454138;US;Motorola;FR
Motorola Labs, Parc Algorithmes Saint-Aubin, Gif sur Yvette Cedex, France;https://openalex.org/W1588935935;US;Motorola;FR
Ecole Normale Superieure Paris-Saclay;https://openalex.org/W1532360581;BI;École Normale Supérieure;FR
Cookal company, 21 avenue de la Meurthe, 54320 Maxéville, France.;https://openalex.org/W2289052977;DK;Cook Medical;FR
Cookal company, 19 avenue de la Meurthe, 54320, Maxéville, France;https://openalex.org/W3136085872;DK;Cook Medical;FR
Cookal Company, 21 avenue de la Meurthe, 54320 Maxéville, France.;https://openalex.org/W2253254691;DK;Cook Medical;FR
Cookal Company, 21 avenue de la Meurthe, 54320 Maxéville, France;https://openalex.org/W2001258963;DK;Cook Medical;FR
Cookal company, 19 avenue de la Meurthe, 54320 Maxéville, France;https://openalex.org/W3197516972;DK;Cook Medical;FR
Université de Lyon, Université Lyon 1, CNRS UMR 5208, Institut Camille Jordan, Bâtiment Braconnier;https://openalex.org/W2062691274;FR;University of Lyon System;JO
Institut Camille Jordan [Villeurbanne];https://openalex.org/W2150240286;FR;Camille Jordan Institute;JO
université Pierre-et-Marie-Curie - Paris-VI;https://openalex.org/W2145993737;FR;Sorbonne University;US
Centre de Recherche, Motorola Paris, Gif-sur-Yvette, France;https://openalex.org/W2535083031;US;Motorola;FR
Institut Camille Jordan, CNRS UMR 5208, Université Claude Bernard – Lyon 1;https://openalex.org/W2963223195;FR;Claude Bernard University Lyon 1;JO
Sorbonne University, FrontLab at Paris Brain Institute (ICM), INSERM, CNRS;https://openalex.org/W3184944064;US;Allen Institute for Brain Science;FR
CNRS- Centre National de la Recherche Scientifique;https://openalex.org/W2120740595;MA;Centre National de la Recherche Scientifique;FR
SAMTECH, Belgium#TAB#;https://openalex.org/W2044876722;GB;AM Technology;BE
Orange Labs, France#TAB#;https://openalex.org/W2151454138;GB;Orange;FR
[Nokia Bell-Labs, Nozay, France];https://openalex.org/W2605431651;US;Bell Labs;FR
Department of Physics and Astronomy, QUANTOP, Danish National Research Foundation Center for Quantum Optics, University of Aarhus, DK-8000 Aarhus C, Denmark;https://openalex.org/W1988295747;ZA;National Research Foundation;DK
QUANTOP - Danish National Research Foundation Center for Quantum Optics, Department of Physics and Astronomy, University of Aarhus, DK-8000 Aarhus C (Denmark);https://openalex.org/W2026065988;ZA;National Research Foundation;DK
Centre Hospitalier Lyon Sud [CHU - HCL];https://openalex.org/W2167663043;IN;HCL Technologies;FR
[Microsoft Research Montreal, Montreal, Canada];https://openalex.org/W2963044034;US;Microsoft;CA
ONERA (France);https://openalex.org/W2085419724;NO;Nera;FR
PASTEUR, Département de chimie, École Normale Supérieure, PSL University, Sorbonne Université, CNRS.;https://openalex.org/W2911586367;BI;École Normale Supérieure;FR
Laboratoire Charles Fabry de l’Institut d’Optique, CNRS, Univ Paris-Sud, Campus Polytechnique, RD 128, 91127 USA;https://openalex.org/W2093749537;FR;Laboratoire Charles Fabry;US
Department of Physics, University of Warwick, Coventry CV4 7AL, United Kingdom, Laboratoire de Chimie, UMR 5182 CNRS/ENS, Ecole Normale Supérieure de Lyon, 69364 Lyon, France;https://openalex.org/W2004659366;FR;École Normale Supérieure de Lyon;GB
Alcatel Submarine Network, Route de Villejust, Nozay, France;https://openalex.org/W2793052386;DE;Alcatel Lucent;FR
Lafarge Research Center, Saint-Quentin Fallavier, France;https://openalex.org/W2097786174;US;Lafarge;FR
Lafarge Research Center, Saint-Quentin Fallavier Cedex, France;https://openalex.org/W2121190664;US;Lafarge;FR
Lafarge Centre de Recherche, 95, rue du Montmurier BP 15, 38291 Saint Quentin Fallavier Cedex, France;https://openalex.org/W2151001595;US;Lafarge;FR
LAFARGE, 95 rue du Montmurier, BP 15, 38291 Saint-Quentin Fallavier cedex, France;https://openalex.org/W2078552832;US;Lafarge;FR
Lafarge Centre de Recherche, 95 rue du Montmurier, Saint-Quentin Fallavier cedex, France.;https://openalex.org/W2105732634;US;Lafarge;FR
MACOM Technologies Solutions,Sophia Antipolis,France;https://openalex.org/W3092130700;PL;AM Technologies;FR
MACOM Technologies Solutions, Sophia Antipolis,France;https://openalex.org/W3155161536;PL;AM Technologies;FR
CNRS-LAAS, 7 avenue du colonel Roche, F-31400 Toulouse, France;https://openalex.org/W2013504752;CH;Roche;FR
