issue_number,raw_affiliation_name,new_rors,previous_rors,added_rors,removed_rors,has_added_rors,has_removed_rors,works_examples,contact,contact_domain
578,"Ecohydrology and Landscape Evaluation, Institute of Ecology, TU Berlin, Ernst-Reuter-Platz 1, 10587 Berlin, Germany; INRA, UMR LISAH, 2 Place Pierre Viala, 34060 Montpellier, France",03v4gjf40;05deqk823,03v4gjf40;04w07sc25,05deqk823,04w07sc25,True,True,W2793039052,ea28aef3828806b59ec6bd61354dcb31:249c8d56a74a10785b14fd59ee8274b32d1a @ inrae.fr,inrae.fr
577,SPO - Sciences Pour l'Oenologie (France),04w07sc25,04w07sc25;05fe7ax82,,05fe7ax82,False,True,W2883168961;W2892022482,553bb65c672918e7d92430107c2e6260:2c76c707cf4496009bc5093c69dfb0d55d15 @ inrae.fr,inrae.fr
576,Sciences Pour l'Oenologie,04w07sc25,05fe7ax82;04w07sc25,,05fe7ax82,False,True,W2795279841;W2798059875;W4290469801;W4287590612;W3134555403;W3134688740,dda14054e1f169bef9a3b6fe8796b158:bcacf6a704d928f6582dc7665319d4b6e9e9 @ inrae.fr,inrae.fr
575,"Mathématiques, Informatique et STatistique pour l'Environnement et l'Agronomie; Sciences Pour l'Oenologie",01e7wth34;04w07sc25,01e7wth34;04w07sc25;05fe7ax82,,05fe7ax82,False,True,W2795279841;W2954316065,7134d24952d1948fa34a91a1fee6654a:23d3dd4750b7a9dfde34eeb8638a72541036 @ inrae.fr,inrae.fr
574,Sciences Pour l'Oenologie,04w07sc25,04w07sc25;05fe7ax82,,05fe7ax82,False,True,W2888765795;W2795279841;W2804934215;W2766582923;W2805006212,4d3a798a246b4459657daf378ef368a0:25a6bf44d4b3d3ca6d78b9eb658c0c663203 @ inrae.fr,inrae.fr
573,"Institut francilien recherche, innovation et société; Sciences Pour l'Oenologie",04w07sc25,04w07sc25;05fe7ax82,,05fe7ax82,False,True,W4387327364,0d6d2c6f7d14ae8b87937fee356e6c24:9f8a2fae2495522ce52a781b8b71a4898560 @ inrae.fr,inrae.fr
572,Infectiologie et Santé Publique; Sciences Pour l'Oenologie,0454zjr22;04w07sc25,0454zjr22;04w07sc25;05fe7ax82,,05fe7ax82,False,True,W4387327364,c147b58cfe00adca1b76d2b97a18fb7b:07e0493d8fb40153ea57c1a62c614f9705af @ inrae.fr,inrae.fr
571,Procédés Alimentaires et Microbiologiques [Dijon]; Sciences Pour l'Oenologie,00zgas264;04w07sc25,00zgas264;04w07sc25;05fe7ax82,,05fe7ax82,False,True,W4385939427,15d818ace7b626ba0639b00f56359b12:8064ad16471c7969671fbbf8254e8879a343 @ inrae.fr,inrae.fr
570,Polyphenol Analyt Facil; Sciences Pour l'Oenologie,04w07sc25,04w07sc25;05fe7ax82,,05fe7ax82,False,True,W4296935125,8217a237a318a3bdde614b9af7579f66:67bf71eb760b28b912f057e3d5120881f84f @ inrae.fr,inrae.fr
569,Institut Français de la Vigne et du Vin; Sciences Pour l'Oenologie,04w07sc25;03synvw58,04w07sc25;05fe7ax82;03synvw58,,05fe7ax82,False,True,W4296935125,31fff58e338fbb1c084152b851c7a820:ad0e297ef0c1dd0b567e552313ea145136fb @ inrae.fr,inrae.fr
568,SPO - Sciences Pour l'Oenologie (France),04w07sc25,05fe7ax82;04w07sc25,,05fe7ax82,False,True,W4393205430;W4390062603;W4396944064,34282dbb23070dab47013ee400b5072d:631bdcd1267c035d5bc640be5d7ee26329c5 @ inrae.fr,inrae.fr
567,"SPO - Sciences Pour l'Oenologie (France); Universidade do Minho = University of Minho  [Braga] (Largo do Paço, 4704-553 Braga - Portugal)",04w07sc25;037wpkx04,04w07sc25;05fe7ax82;037wpkx04,,05fe7ax82,False,True,W4393205430,69db139b6d15560e31f3cb438ecc1954:052790db6c8a6b780eb9a71ff63270170247 @ inrae.fr,inrae.fr
566,Lallemand S.A.S.; Sciences Pour l'Oenologie,04w07sc25;014cdjz51,04w07sc25;05fe7ax82;014cdjz51,,05fe7ax82,False,True,W4392381878,54195070795b2c029df79f8af5de1747:0c343968c057f2ebbc5edaaea73d38a36cbf @ inrae.fr,inrae.fr
565,Jacobs University = Constructor University [Bremen]; Sciences Pour l'Oenologie,02yrs2n53;04w07sc25,02yrs2n53;04w07sc25;05fe7ax82,,05fe7ax82,False,True,W4392381878,6a9ded7e6b79bf1a038c7374690086ed:c4ab92deb57b995e390c312a8b874a1b3529 @ inrae.fr,inrae.fr
564,CIRM-Levures; Sciences Pour l'Oenologie,04w07sc25,04w07sc25;05fe7ax82,,05fe7ax82,False,True,W4312002885,99dd6fb65a31e967e213bea8ddae0bc6:1cd2f62d68b47097aae730176572e96c5ff8 @ inrae.fr,inrae.fr
563,"SPO Sciences Pour l’Œnologie, Université de Montpellier, INRAE, Institut Agro, F-34060 Montpellier, France",03rnk6m14;04w07sc25;051escj72;003vg9w96,03rnk6m14;04w07sc25;051escj72;05fe7ax82;003vg9w96,,05fe7ax82,False,True,W4283730355,1ca5fa10ff307d02f2ea934ff58e7f79:0ba132024fccf7a3aac0b0e1d625a26d4c69 @ inrae.fr,inrae.fr
562,"INRAE, PROBE Research Infrastructure, PFP Polyphenol Analysis Facility, F-34060 Montpellier, France; SPO Sciences Pour l’Œnologie, Université de Montpellier, INRAE, Institut Agro, F-34060 Montpellier, France",03rnk6m14;003vg9w96;04w07sc25;051escj72,03rnk6m14;003vg9w96;04w07sc25;051escj72;05fe7ax82,,05fe7ax82,False,True,W4283730355,bff690ba7a130878a91a247a6d455bb3:36a7efab72695699cb06d6cfc14c373b0055 @ inrae.fr,inrae.fr
561,Sciences Pour l'Oenologie,04w07sc25,05fe7ax82;04w07sc25,,05fe7ax82,False,True,W4224232375,60e394795add4ebe771af873a1b2a9d7:ff9677487cfd9ae66db28d3ef7c8c9cd1119 @ inrae.fr,inrae.fr
560,AgroParisTech; Sciences Pour l'Oenologie,04w07sc25;02kbmgc12,05fe7ax82;04w07sc25;02kbmgc12,,05fe7ax82,False,True,W4224232375,252abb54848eb525b5f735b5b4cfbd0b:fdce3ebf5bcf61303aff70063b5b9204ef4f @ inrae.fr,inrae.fr
559,MICrobiologie de l'ALImentation au Service de la Santé; Sciences Pour l'Oenologie,0471cyx86;04w07sc25,0471cyx86;04w07sc25;05fe7ax82,,05fe7ax82,False,True,W4205388138;W4212877740,9543dc676bfaeadaea0cc2776cf179ed:0a8d682064607b08c179c06c42256862ff66 @ inrae.fr,inrae.fr
558,Sciences Pour l'Oenologie; University College Cork,03265fv13;04w07sc25,03265fv13;04w07sc25;05fe7ax82,,05fe7ax82,False,True,W4293678083,5dc915a87b57814263e52846be1c0249:b72cdea0523e9750e251bc8058ac71b5185e @ inrae.fr,inrae.fr
557,Laboratoire de génie des procédés - environnement - agroalimentaire; Sciences Pour l'Oenologie,04w07sc25;05ngxmx20,05fe7ax82;04w07sc25;05ngxmx20,,05fe7ax82,False,True,W4288034192,138b263009b1c2a42fb74cbda03354a7:a28891f525ffa1bc4dc9d295af433b5d2174 @ inrae.fr,inrae.fr
556,Science et Technologie du Lait et de l'Oeuf; Sciences Pour l'Oenologie,04w07sc25;03whgj090,04w07sc25;05fe7ax82;03whgj090,,05fe7ax82,False,True,W4288034192,dacc7bda0b5a62c3a8663b8beed58a55:517f84656144451c069bcd12cde01df4184a @ inrae.fr,inrae.fr
555,SPO - Sciences Pour l'Oenologie (France),04w07sc25,04w07sc25;05fe7ax82,,05fe7ax82,False,True,W4206306941;W4393205430;W4387661494;W4388224947;W4390062603;W4396944050,8b2d57bfe072c114a3217bd41021a135:031693aa81ccaf84d539082a762b679f5faf @ inrae.fr,inrae.fr
554,Sciences Pour l'Oenologie,04w07sc25,04w07sc25;05fe7ax82,,05fe7ax82,False,True,W4225134081;W4288034192;W4214695519,e598c6d4decfdbbadc6769dd98694309:128897e07c8309d041b9500b4d0aaf3c87d9 @ inrae.fr,inrae.fr
553,"Département Génie Biologique Alimentaire ‐ Équipe I2M Polytech Montpellier, UMR IATE Montpellier France; IATE, Univ Montpellier, INRAE, Institut Agro  Montpellier France",0000n5x09;051escj72;003vg9w96;03rnk6m14,0000n5x09;054qv7y42;051escj72;003vg9w96;03rnk6m14,,054qv7y42,False,True,W4281554324,369d86747037fbc3f0b89a1abc9e6986:f0b20978ff9bac478d86b57eed2505b6d316 @ inrae.fr,inrae.fr
552,"Département Génie Biologique Alimentaire ‐ Équipe I2M Polytech Montpellier, UMR IATE  Montpellier France",0000n5x09,0000n5x09;054qv7y42,,054qv7y42,False,True,W4281554324,aa2fca15210ee81b716c2d654eb4f4f5:ad9db2e1a9e98c11e9189488eca26cceb860 @ inrae.fr,inrae.fr
551,"UMR ITAP - Technologies et Méthodes pour les Agricultures de demain (361, rue J.F. Breton - BP 5095 - 34033 Montpellier Cedex 1 - France)",00ftatp57,0000n5x09,00ftatp57,0000n5x09,True,True,W4283009949;W4307813221;W4295813301;W4387229115;W4395022777,dd84625d56709d7be4c06eee2304d93c:8e9abdd27101b1158b4378b048a7006a73e8 @ inrae.fr,inrae.fr
550,"Ingénierie des Agro-polymères et Technologies Émergentes; Territoires, Environnement, Télédétection et Information Spatiale",0000n5x09;0458hw939,0000n5x09;026tc4g97,0458hw939,026tc4g97,True,True,W3163658595;W4289778975,82870871af400b64f0f38a6da1c65fce:b6706d9bea16541b58494e84b457a9da9f4d @ inrae.fr,inrae.fr
549,Démarche intégrée pour l'obtention d'aliments de qualité; Département Performances des systèmes de production et de transformation tropicaux; Ingénierie des Agro-polymères et Technologies Émergentes,0000n5x09;01nfvkq89,0000n5x09,01nfvkq89,,True,False,W3138300454,33c3eb1267a10bfc957fc1aea2d4fd09:dc65ab7630943120fa1a234eabde58b7ea50 @ inrae.fr,inrae.fr
548,Ingénierie des Agro-polymères et Technologies Émergentes; Paris-Saclay Food and Bioproduct Engineering,0000n5x09;03gmkya61,0000n5x09,03gmkya61,,True,False,W3123751978,d2f8d2a2309f286b7c7c9680373a5472:5187e7c721a8c276f40bf278c96450a907be @ inrae.fr,inrae.fr
547,"34398 Montpellier Cedex 5, France - France)","raw_affiliation_name: Cirad-PERSYST - Département Performances des systèmes de production et de transformation tropicaux ( Avenue Agropolis TA B-DIR / 09 34398 Montpellier Cedex 5 France - France); UMR IATE - Ingénierie des Agro-polymères et Technologies Émergentes (Campus de la Gaillarde 2, place Pierre Viala 34 060 Montpellier Cédex 02 - FRANCE - France); UMR QualiSud - Démarche intégrée pour l'obtention d'aliments de qualité (73 rue Jean-François Breton","34398 Montpellier Cedex 5, France - France)"," UMR IATE - Ingénierie des Agro-polymères et Technologies Émergentes (Campus de la Gaillarde 2, place Pierre Viala 34 060 Montpellier Cédex 02 - FRANCE - France);raw_affiliation_name: Cirad-PERSYST - Département Performances des systèmes de production et de transformation tropicaux ( Avenue Agropolis TA B-DIR / 09 34398 Montpellier Cedex 5 France - France); UMR QualiSud - Démarche intégrée pour l'obtention d'aliments de qualité (73 rue Jean-François Breton","34398 Montpellier Cedex 5, France - France)",True,True,new_rors: 05kpkpg04;0000n5x09;006fhby04;01nfvkq89,previous_rors: 05kpkpg04;0000n5x09;006fhby04;00txxwv34,
546,"34398 Montpellier Cedex 5, France - France)","raw_affiliation_name: Cirad-PERSYST - Département Performances des systèmes de production et de transformation tropicaux ( Avenue Agropolis TA B-DIR / 09 34398 Montpellier Cedex 5 France - France); UMR IATE - Ingénierie des Agro-polymères et Technologies Émergentes (Campus de la Gaillarde 2, place Pierre Viala 34 060 Montpellier Cédex 02 - FRANCE - France); UMR QualiSud - Démarche intégrée pour l'obtention d'aliments de qualité (73 rue Jean-François Breton","34398 Montpellier Cedex 5, France - France)"," UMR IATE - Ingénierie des Agro-polymères et Technologies Émergentes (Campus de la Gaillarde 2, place Pierre Viala 34 060 Montpellier Cédex 02 - FRANCE - France);raw_affiliation_name: Cirad-PERSYST - Département Performances des systèmes de production et de transformation tropicaux ( Avenue Agropolis TA B-DIR / 09 34398 Montpellier Cedex 5 France - France); UMR QualiSud - Démarche intégrée pour l'obtention d'aliments de qualité (73 rue Jean-François Breton","34398 Montpellier Cedex 5, France - France)",True,True,new_rors: 0000n5x09;006fhby04;05kpkpg04;01nfvkq89,previous_rors: 0000n5x09;006fhby04;05kpkpg04;00txxwv34,
545,"Ingénierie des Agropolymères et Technologie Emergentes—IATE, Univ Montpellier, INRAE, Institut Agro, 34000 Montpellier, France; LMGC, IMT Mines Ales, University of Montpellier, CNRS, 30100 Ales, France; Nestlé Research SA, Nestlé Institute of Packaging Sciences, Route du Jorat, 57, 1000 Lausanne, Switzerland",051escj72;003vg9w96;03rnk6m14;0000n5x09;03e8rf594;02feahw73;01v5xwf23;02fke9256,051escj72;003vg9w96;03rnk6m14;0000n5x09;03e8rf594;02feahw73;01v5xwf23,02fke9256,,True,False,W3130823450,8a329462e2d0a98ab5a13847da793fd8:11d41f62cbf6eb214a1aa845bed3284b32cc @ inrae.fr,inrae.fr
544,"QualiSud, Univ Montpellier, CIRAD, Montpellier SupAgro, Université d’Avignon, Université de La Réunion, Montpellier, France; UMR IATE, Univ Montpellier, INRAE, Institut Agro, Montpellier, France",03rnk6m14;003vg9w96;05kpkpg04;051escj72;0000n5x09;01nfvkq89,03rnk6m14;003vg9w96;05kpkpg04;051escj72;0000n5x09,01nfvkq89,,True,False,W3216722841,2ee0c0c883bad578cf9e55b2fc32944d:ffd5ad1af0ded2d3023d53ae0fb14fbae33d @ inrae.fr,inrae.fr
543,"ELSA - Pôle ELSA, Environmental Life Cycle and Sustainability Assessment (France); UMR ITAP - Technologies et Méthodes pour les Agricultures de demain (361, rue J.F. Breton - BP 5095 - 34033 Montpellier Cedex 1 - France)",00ftatp57,0000n5x09;03573dx38,00ftatp57,0000n5x09;03573dx38,True,True,W3063611080;W4395022777,b51e5acd60963aaaa215c4a5948270e9:239afd881f69ac0296933d52d12b1b317ada @ inrae.fr,inrae.fr
542,"Agrocampus Ouest UMR 1253 STLO, France; INRA, UMR 1253 STLO, France; INRA, UMR IATE, France",01s3fs709;0000n5x09;03whgj090,01s3fs709;0000n5x09,03whgj090,,True,False,W2996221250,601f2d44c9ef3e4b94f7ea1610acd078:af02e517763d6ab273b4cab5404c182f033f @ inrae.fr,inrae.fr
541,"SayFood - Paris-Saclay Food and Bioproduct Engineering (22 place de l'Agronomie CS 20040 91123 Palaiseau cedex - France); UMR IATE - Ingénierie des Agro-polymères et Technologies Émergentes (Campus de la Gaillarde 2, place Pierre Viala 34 060 Montpellier Cédex 02 - FRANCE - France)",0000n5x09;03gmkya61,0000n5x09,03gmkya61,,True,False,W3002411614,a20ca0d35b43177a8f732cbe82d775c7:94ef35a85fd510ed33db93537f9ea6e19dea @ inrae.fr,inrae.fr
540,"Eco&Sols, Montpellier University, CIRAD, INRAE, IRD, Agro Institut, 2, Place Pierre Viala, 34060 Montpellier, France; IATE, Montpellier University, INRAE, Agro Institut, 2, Place Pierre Viala, 34060 Montpellier, France; IMED-Lab, Faculty of Science and Technology, Cadi Ayyad University, 40000 Marrakesh, Morocco; Mohammed VI Polytechnic University, Hay Moulay Rachid, 43150 Ben Guerir, Morocco",05kpkpg04;051escj72;0000n5x09;003vg9w96;03xc55g68;04xf6nm78;05q3vnk25;00b80ez59,05kpkpg04;051escj72;0000n5x09;003vg9w96;03xc55g68;04xf6nm78;05q3vnk25,00b80ez59,,True,False,W3038771773,cd3d5d9388fd536ce5657b83cde16032:a7ef58c35fa4811cdcedbdcbb2757bc38424 @ inrae.fr,inrae.fr
539,"ICGM - Institut Charles Gerhardt Montpellier - Institut de Chimie Moléculaire et des Matériaux de Montpellier (Place Eugène Bataillon - Bâtiment 17 - CC1700- 34095 Montpellier cedex 5 - France); UMR ITAP - Information – Technologies – Analyse Environnementale – Procédés Agricoles (361, rue J.F. Breton - BP 5095 - 34033 Montpellier Cedex 1 - France)",028wq3277;02cte4b68;00ftatp57,028wq3277;02cte4b68;0000n5x09,00ftatp57,0000n5x09,True,True,W3082190152,4a076ab2f15bcc68f8b25b3c87699573:49f3a7b8f696bfdfdaa47f7d00f13bdda738 @ inrae.fr,inrae.fr
538,"34060 Montpellier Cédex 2 - France); UM - Université de Montpellier (163 rue Auguste Broussonnet - 34090 Montpellier - France); UMR ITAP - Information – Technologies – Analyse Environnementale – Procédés Agricoles (361, rue J.F. Breton - BP 5095 - 34033 Montpellier Cedex 1 - France)","raw_affiliation_name: Montpellier SupAgro - Institut national d’études supérieures agronomiques de Montpellier (2, place Viala","34060 Montpellier Cédex 2 - France); UM - Université de Montpellier (163 rue Auguste Broussonnet - 34090 Montpellier - France); UMR ITAP - Information – Technologies – Analyse Environnementale – Procédés Agricoles (361, rue J.F. Breton - BP 5095 - 34033 Montpellier Cedex 1 - France)","raw_affiliation_name: Montpellier SupAgro - Institut national d’études supérieures agronomiques de Montpellier (2, place Viala","34060 Montpellier Cédex 2 - France); UMR ITAP - Information – Technologies – Analyse Environnementale – Procédés Agricoles (361, rue J.F. Breton - BP 5095 - 34033 Montpellier Cedex 1 - France); UM - Université de Montpellier (163 rue Auguste Broussonnet - 34090 Montpellier - France)",True,True,new_rors: 00ftatp57;03rnk6m14;051escj72,previous_rors: 0000n5x09;03rnk6m14;051escj72,
537,"Aix-Marseille Université, AFMB UMR 757, 1388, Marseille, France; UMR 1208 Ingénierie des Agropolymères et Technologies Emergentes, Université de Montpellier-SupAgro-INRA-CIRAD, 2 Place Pierre Viala, Montpellier 34060 Cedex 1, France",035xkbk20;0000n5x09;051escj72;05kpkpg04;03rnk6m14;04jm8zw14,035xkbk20;0000n5x09;051escj72;05kpkpg04;03rnk6m14,04jm8zw14,,True,False,W2913027442,052e83b4ea9ef86cb1aadb9d0c623eab:f004652e0d1fe2630a6b26cabde737a6dfb0 @ inrae.fr,inrae.fr
536,"IRSTEA, Information, Technologies and Environmental Assessment for Agro-Processes, F-34000 Montpellier, France",00ftatp57,0000n5x09,00ftatp57,0000n5x09,True,True,W2902177268,a7f9194933bb2bc4f2a33fe36fd0b7df:a3634f6f6013e9c3f09e6f49c9eedd6631c0 @ inrae.fr,inrae.fr
535,Démarche intégrée pour l'obtention d'aliments de qualité; Ingénierie des Agro-polymères et Technologies Émergentes,0000n5x09;01nfvkq89,0000n5x09,01nfvkq89,,True,False,W3086518525;W4387295899,622fd53974700126c488aca1d900b79c:66951f6035dbc8c22f67418ded05ed1dcad9 @ inrae.fr,inrae.fr
534,Ingénierie des Agro-polymères et Technologies Émergentes; Qualisud - Pôle de La Réunion,0000n5x09;01nfvkq89,0000n5x09,01nfvkq89,,True,False,W3085015774;W3085352420;W3084611083;W4288019488;W4288280122;W4288335072,11e3d4ee105ddbcf7ac81ce4db623d4c:e39d0213bb496930fc7ba40e5f999d5a6f9b @ inrae.fr,inrae.fr
533,"MISTEA - Mathématiques, Informatique et STatistique pour l'Environnement et l'Agronomie (INRA 2, place Viala F-34060 Montpellier Cedex 1 - France); UMR ITAP - Information – Technologies – Analyse Environnementale – Procédés Agricoles (361, rue J.F. Breton - BP 5095 - 34033 Montpellier Cedex 1 - France)",00ftatp57;01pd2sz18,0000n5x09,00ftatp57;01pd2sz18,0000n5x09,True,True,W2910276146;W3126949377,274fb0bfe18b6e1e1037f3743628dd27:50bc7d437948b017ad9b0d2afdda70ea29b9 @ inrae.fr,inrae.fr
532,"UMR 1208 IATE, INRA/CIRAD; UMR 204 NUTRIPASS, IRD, Montpellier, France; UMR 95 QUALISUD, SUPAGRO/CIRAD",05kpkpg04;0000n5x09;05q3vnk25;01nfvkq89,05kpkpg04;0000n5x09;05q3vnk25,01nfvkq89,,True,False,W2901769673,eb7c56cbce9b46480684086057099cdb:de52b0c9e488f1455bee0fbe6ff02c92793e @ inrae.fr,inrae.fr
531,"Montpellier SupAgro-INRA-UMII-CIRAD, IATE Agropolymers Engineering and Emerging Technologies, Montpellier; Unité de nutrition humaine, université Clermont Auvergne, Inra, Clermont-Ferrand",0000n5x09;05kpkpg04;03rnk6m14;003qhrc72,0000n5x09;05kpkpg04;03rnk6m14,003qhrc72,,True,False,W2900670057,57efedd8fa7f7cdf61bf6f0d6a3b9d20:3dc1f1cebe4d68b5089cf65a3c3972374339 @ inrae.fr,inrae.fr
530,"UMR ITAP - Information – Technologies – Analyse Environnementale – Procédés Agricoles (361, rue J.F. Breton - BP 5095 - 34033 Montpellier Cedex 1 - France)",00ftatp57,0000n5x09,00ftatp57,0000n5x09,True,True,W2788111692;W2895175069;W2757936303;W2796125998;W2910276146;W2904201799;W2921741176;W2922207711;W3026099478,e7b4669a4abd0f82744e3bd555a3e022:befb22923384bee80517df0ed7f18b3da030 @ inrae.fr,inrae.fr
529,"UMR ITAP - Information – Technologies – Analyse Environnementale – Procédés Agricoles (361, rue J.F. Breton - BP 5095 - 34033 Montpellier Cedex 1 - France); Université de Liège (Place du 20-Août, 7 4000 Liège - Belgium)",00ftatp57;00afp2z80,0000n5x09;00afp2z80,00ftatp57,0000n5x09,True,True,W4393184126,aef47b2473b35c72dc443cbd5f36e5f4:622cce0aac25f68401b42254c9241515b3c8 @ inrae.fr,inrae.fr
528,"UMR ITAP - Information – Technologies – Analyse Environnementale – Procédés Agricoles (361, rue J.F. Breton - BP 5095 - 34033 Montpellier Cedex 1 - France)",00ftatp57,0000n5x09,00ftatp57,0000n5x09,True,True,W4393184126,2ee68d81eddedcfd88b80e0aa69805ed:a2a4f11a51cbe1d53c38c45ac26d0297829a @ inrae.fr,inrae.fr
527,"CIRAD, UMR Qualisud, Montpellier, France; Qualisud, University of Montpellier Avignon Université, CIRAD, Institut Agro, IRD Université de La Réunion Montpellier France; UMR IATE, UM Montpellier INRAE Institut Agro  Montpellier France",05q3vnk25;03rnk6m14;003vg9w96;0000n5x09;05kpkpg04;051escj72;01nfvkq89,05q3vnk25;03rnk6m14;003vg9w96;0000n5x09;05kpkpg04;051escj72,01nfvkq89,,True,False,W4390110505,c13e8312517a2e37c6a8c7c23d23e9fb:7841da0028a74b33c228d5b736f0d076c8de @ inrae.fr,inrae.fr
526,"ELSA - Pôle ELSA, Environmental Life Cycle and Sustainability Assessment (France); UMR ITAP - Technologies et Méthodes pour les Agricultures de demain (361, rue J.F. Breton - BP 5095 - 34033 Montpellier Cedex 1 - France)",00ftatp57;03573dx38,0000n5x09;03573dx38,00ftatp57,0000n5x09,True,True,W4387034158;W4394734931,83779102d4bf0891b09888b5c7294c07:9656633c147b8a5b36e8afd6399065aa1caa @ inrae.fr,inrae.fr
525,"UMR ABSys - Agrosystèmes Biodiversifiés ( INRAE - Campus Supagro Montpellier 2 place Viala 34060 MONTPELLIER CEDEX 2  - France); UMR ITAP - Technologies et Méthodes pour les Agricultures de demain (361, rue J.F. Breton - BP 5095 - 34033 Montpellier Cedex 1 - France)",03rnk6m14;00ftatp57;003vg9w96;033x0mt18,03rnk6m14;0000n5x09;003vg9w96,00ftatp57;033x0mt18,0000n5x09,True,True,W4379517179,5dd60c696281ed38d288069f2871e080:4dc27cf123f55804846aaf531fb6b3caa82e @ inrae.fr,inrae.fr
524,"CTIFL - Centre Technique Interprofessionnel des Fruits et Légumes (97 Boulevard Pereire, 75017 Paris - France); UMR ITAP - Technologies et Méthodes pour les Agricultures de demain (361, rue J.F. Breton - BP 5095 - 34033 Montpellier Cedex 1 - France)",00ftatp57;01jvqnd16,0000n5x09;01jvqnd16,00ftatp57,0000n5x09,True,True,W4380202760,032c6d20568cd8c7c7ba997a885d172b:121f3057d98abba6bdba3b65ec0b403eb1f6 @ inrae.fr,inrae.fr
523,"Digital Agriculture Convergence Lab (#DigitAg), Montpellier, France.; Technologies & methods for the agricultures of tomorrow (ITAP), Université Montpellier, L’Institut Agro, 2 place Pierre Viala, Bât 21, Montpellier 34060, France.",03rnk6m14;051escj72;00ftatp57,03rnk6m14;051escj72;0000n5x09,00ftatp57,0000n5x09,True,True,W4360992146,7f2367e44bd97ae53141d0173c0aa23a:ee0e7878179fb3241567334bd5b4b44395d6 @ inrae.fr,inrae.fr
522,"UMR ITAP - Technologies et Méthodes pour les Agricultures de demain (361, rue J.F. Breton - BP 5095 - 34033 Montpellier Cedex 1 - France)",00ftatp57,0000n5x09,00ftatp57,0000n5x09,True,True,W4366227689;W4380202760;W4384208049;W4317207984;W4386793974,946bdf0fb921c592504bfe93a9b6c45f:569376325e0c0204e03f4913f8324257a5a1 @ inrae.fr,inrae.fr
521,"Qualisud, Univ Montpellier, Avignon Université, CIRAD, Institut Agro, IRD, Université de La Réunion, Montpellier, France; UMR IATE, UM Montpellier, INRAE, Institut Agro, F34060 Montpellier, France",0000n5x09;03rnk6m14;003vg9w96;05kpkpg04;051escj72;05q3vnk25;01nfvkq89,0000n5x09;03rnk6m14;003vg9w96;05kpkpg04;051escj72;05q3vnk25,01nfvkq89,,True,False,W4384817613,1326c2614c00e907de977b8cefa9b1bb:f95fc1e07f1b00646b5e1ca55f567450b58f @ inrae.fr,inrae.fr
520,"Ecologie fonctionnelle et biogéochimie des sols et des agro-écosystèmes; Escola Superior de Agricultura ""Luiz de Queiroz""",00b80ez59;036rp1748,00b80ez59,036rp1748,,True,False,W3125699181;W3161656864;W3156235392,6389dd55fb6d99e673248fe99d766b8f:b010228522c3eafcb9b7cae6ab11e96c424a @ inrae.fr,inrae.fr
519,"Soil-Agrosystem-Hydrosystem interaction lab-LISAH, Montpellier, France",05deqk823,00b80ez59,05deqk823,00b80ez59,True,True,W3127760675,0df77870c1c0b01706f91a52cbbd2468:a5c99c10b76caf676740d98d2a37c1511c03 @ inrae.fr,inrae.fr
518,Association Française pour l'Etude du Sol; Ecologie fonctionnelle et biogéochimie des sols et des agro-écosystèmes,00b80ez59,00b80ez59;04fh21g11,,04fh21g11,False,True,W3213057624,db42cf786a3a5dadba8c86bf53b39dbc:2f12c7a7eefa471752c46fcec98ed50b85ed @ inrae.fr,inrae.fr
517,* Site de Laon - Pôle du Griffon - 180 rue Pierre-Gilles de Gennes - 02000 BARENTON-BUGNY ,* Site de l'Ecole Polytechnique Universitaire de Lille -,"Institut VIOLLETTE- Aile C, Avenue Paul Langevin, 59655 Villeneuve d'Ascq Cedex",* Site de l'Ecole Polytechnique Universitaire de Lille -,"Institut VIOLLETTE- Aile C, Avenue Paul Langevin, 59655 Villeneuve d'Ascq Cedex",True,True," - France); UMR Eco&Sols - Ecologie fonctionnelle et biogéochimie des sols et des agro-écosystèmes (place Viala, 34060 Montpellier, France - France)",raw_affiliation_name: BioEcoAgro - UMR transfrontalière INRAE 1158 (UMRT 1158 - ,
516,"CIRAD, UMR Eco&Sols, F-34398 Montpellier, France; Eco&Sols, Univ Montpellier, CIRAD, INRAE, Institut Agro, IRD, Montpellier, France; UNESP-São Paulo State University, School of Agricultural Sciences, Botucatu, São Paulo 18610-307, Brazil",00b80ez59;05kpkpg04;051escj72;05q3vnk25;03rnk6m14;003vg9w96;036rp1748,00b80ez59;05kpkpg04;051escj72;05q3vnk25;03rnk6m14;003vg9w96;00987cb86,036rp1748,00987cb86,True,True,W3037261952,6e9850e7567c9f1b3e8b5716c7953860:f7004adb111c39ecf344d09240fa1b2321e0 @ inrae.fr,inrae.fr
515,"Department of Forest Sciences “Luiz de Queiroz” College of Agriculture, University of São Paulo Piracicaba Brazil; Eco&amp;Sols CIRAD Montpellier France; Eco&amp;Sols University of Montpellier, CIRAD, INRAE, IRD, Institut Agro  Montpellier France",036rp1748;00b80ez59;05kpkpg04;051escj72;003vg9w96;05q3vnk25;03rnk6m14,02cnnsp10;036rp1748;00b80ez59;05kpkpg04;051escj72;003vg9w96;05q3vnk25;03rnk6m14,,02cnnsp10,False,True,W3085079564,9e04f046f3a813c863a0a3fbb78c3d99:1c6e7b3bd4340f3a594a559af15a77a78f19 @ inrae.fr,inrae.fr
